Player, Salary in $ ,Year,Team
A.C. Green,"$1,750,000.00 ",1990,LAL
A.C. Green,"$1,750,000.00 ",1991,LAL
A.C. Green,"$1,750,000.00 ",1992,LAL
A.C. Green,"$1,885,000.00 ",1993,PHO
A.C. Green,"$6,472,600.00 ",1994,PHO
A.C. Green,"$6,473,000.00 ",1995,PHO
A.C. Green,"$4,851,000.00 ",1996,DAL
A.C. Green,"$5,125,088.00 ",1998,DAL
A.C. Green,"$1,700,000.00 ",1999,LAL
A.C. Green,"$2,250,000.00 ",2000,MIA
A.J. Bramlett,"$118,974.00 ",1999,CLE
A.J. English,"$275,000.00 ",1990,WAS
A.J. English,"$325,000.00 ",1991,WAS
A.J. English,"$406,000.00 ",1992,WAS
A.J. English,"$150,000.00 ",1993,CHI
A.J. English,"$150,000.00 ",1993,POR
A.J. Guyton,"$316,969.00 ",2000,CHI
A.J. Guyton,"$465,850.00 ",2001,CHI
A.J. Guyton,"$18,748.00 ",2002,GSW
A.J. Hammons,"$650,000.00 ",2016,DAL
A.J. Hammons,"$1,312,611.00 ",2017,MIA
A.J. Price,"$457,588.00 ",2009,IND
A.J. Price,"$762,195.00 ",2010,IND
A.J. Price,"$854,389.00 ",2011,IND
A.J. Price,"$885,120.00 ",2012,WAS
A.J. Price,"$62,552.00 ",2014,PHO
A.J. Wynder,"$30,000.00 ",1990,BOS
A.J. Wynder,"$130,000.00 ",1991,BOS
A.J. Wynder,"$140,000.00 ",1992,BOS
Aaron Brooks,"$1,045,560.00 ",2008,HOU
Aaron Brooks,"$1,118,520.00 ",2009,HOU
Aaron Brooks,"$3,250,000.00 ",2012,SAC
Aaron Brooks,"$3,396,250.00 ",2013,SAC
Aaron Brooks,"$1,027,424.00 ",2013,HOU
Aaron Brooks,"$2,000,000.00 ",2015,CHI
Aaron Brooks,"$2,700,000.00 ",2016,IND
Aaron Brooks,"$2,116,955.00 ",2017,MIN
Aaron Craft,"$35,000.00 ",2014,GSW
Aaron Gordon,"$3,992,040.00 ",2014,ORL
Aaron Gordon,"$4,171,680.00 ",2015,ORL
Aaron Gordon,"$4,351,320.00 ",2016,ORL
Aaron Gordon,"$5,504,420.00 ",2017,ORL
Aaron Gray,"$427,163.00 ",2007,CHI
Aaron Gray,"$711,517.00 ",2008,CHI
Aaron Gray,"$1,000,497.00 ",2009,NOH
Aaron Gray,"$1,028,840.00 ",2010,NOH
Aaron Gray,"$2,500,000.00 ",2011,TOR
Aaron Gray,"$2,575,000.00 ",2012,TOR
Aaron Gray,"$2,690,875.00 ",2013,TOR
Aaron Gray,"$1,227,985.00 ",2014,DET
Aaron Gray,"$452,059.00 ",2015,DET
Aaron Gray,"$452,059.00 ",2016,DET
Aaron Gray,"$452,059.00 ",2017,DET
Aaron Harrison,"$525,093.00 ",2015,CHA
Aaron Harrison,"$375,579.00 ",2016,CHA
Aaron McKie,"$650,000.00 ",1994,POR
Aaron McKie,"$845,000.00 ",1995,POR
Aaron McKie,"$1,040,000.00 ",1996,POR
Aaron McKie,"$1,235,000.00 ",1997,DET
Aaron McKie,"$1,430,000.00 ",1998,PHI
Aaron McKie,"$1,624,000.00 ",1999,PHI
Aaron McKie,"$4,000,000.00 ",2001,PHI
Aaron McKie,"$5,500,000.00 ",2004,PHI
Aaron McKie,"$6,000,000.00 ",2005,PHI
Aaron McKie,"$2,500,000.00 ",2005,LAL
Aaron McKie,"$5,570,874.00 ",2006,PHI
Aaron McKie,"$2,500,000.00 ",2006,LAL
Aaron McKie,"$750,000.00 ",2007,MEM
Aaron Miles,"$155,614.00 ",2005,GSW
Aaron Swinson,"$102,424.00 ",1994,PHO
Aaron Williams,"$150,000.00 ",1994,MIL
Aaron Williams,"$169,000.00 ",1996,DEN
Aaron Williams,"$500,000.00 ",1997,OKC
Aaron Williams,"$575,000.00 ",1998,OKC
Aaron Williams,"$1,100,000.00 ",1999,WAS
Aaron Williams,"$2,250,000.00 ",2000,NJN
Aaron Williams,"$2,475,000.00 ",2001,NJN
Aaron Williams,"$2,700,000.00 ",2002,NJN
Aaron Williams,"$2,925,000.00 ",2003,NJN
Aaron Williams,"$3,790,257.00 ",2004,TOR
Aaron Williams,"$3,375,000.00 ",2005,TOR
Aaron Williams,"$1,750,000.00 ",2006,LAC
Aaron Williams,"$1,890,000.00 ",2007,LAC
Abdel Nader,"$1,167,333.00 ",2017,BOS
Acie Earl,"$650,000.00 ",1993,BOS
Acie Earl,"$845,000.00 ",1994,BOS
Acie Earl,"$1,040,000.00 ",1995,TOR
Acie Earl,"$1,235,000.00 ",1996,TOR
Acie Earl,"$1,430,000.00 ",1997,MIL
Acie Law,"$1,927,080.00 ",2007,ATL
Acie Law,"$2,071,680.00 ",2008,ATL
Acie Law,"$2,216,160.00 ",2009,CHI
Acie Law,"$656,030.00 ",2010,GSW
Acie Law,"$203,057.00 ",2010,MEM
Adam Harrington,"$140,636.00 ",2002,DAL
Adam Keefe,"$1,000,000.00 ",1992,ATL
Adam Keefe,"$1,200,000.00 ",1993,ATL
Adam Keefe,"$1,500,000.00 ",1994,UTA
Adam Keefe,"$1,650,000.00 ",1995,UTA
Adam Keefe,"$1,950,000.00 ",1996,UTA
Adam Keefe,"$2,300,000.00 ",1997,UTA
Adam Keefe,"$2,650,000.00 ",1998,UTA
Adam Keefe,"$3,390,000.00 ",2000,GSW
Adam Morrison,"$4,159,200.00 ",2008,LAL
Adam Morrison,"$5,257,229.00 ",2009,LAL
Adonal Foyle,"$1,495,000.00 ",1997,GSW
Adonal Foyle,"$1,701,000.00 ",1998,GSW
Adonal Foyle,"$1,922,520.00 ",1999,GSW
Adonal Foyle,"$3,580,000.00 ",2000,GSW
Adonal Foyle,"$4,400,000.00 ",2001,GSW
Adonal Foyle,"$4,400,000.00 ",2002,GSW
Adonal Foyle,"$4,400,000.00 ",2003,GSW
Adonal Foyle,"$6,500,000.00 ",2004,GSW
Adonal Foyle,"$7,312,500.00 ",2005,GSW
Adonal Foyle,"$8,125,000.00 ",2006,GSW
Adonal Foyle,"$8,937,500.00 ",2007,GSW
Adonal Foyle,"$1,219,590.00 ",2007,ORL
Adonal Foyle,"$1,262,275.00 ",2008,MEM
Adonal Foyle,"$1,306,455.00 ",2009,ORL
Adonis Jordan,"$350,000.00 ",1998,MIL
Adonis Thomas,"$60,000.00 ",2015,DET
Adreian Payne,"$1,855,320.00 ",2014,MIN
Adreian Payne,"$1,938,840.00 ",2015,MIN
Adreian Payne,"$2,022,240.00 ",2016,MIN
Adrian Caldwell,"$275,000.00 ",1990,HOU
Adrian Caldwell,"$150,000.00 ",1994,HOU
Adrian Caldwell,"$225,000.00 ",1995,IND
Adrian Caldwell,"$20,000.00 ",1997,CLE
Adrian Dantley,"$400,000.00 ",1990,MIL
Adrian Griffin,"$385,000.00 ",1999,BOS
Adrian Griffin,"$498,500.00 ",2000,BOS
Adrian Griffin,"$565,850.00 ",2001,DAL
Adrian Griffin,"$637,435.00 ",2002,DAL
Adrian Griffin,"$751,179.00 ",2003,HOU
Adrian Griffin,"$768,718.00 ",2005,DAL
Adrian Griffin,"$1,475,000.00 ",2006,CHI
Adrian Griffin,"$1,593,000.00 ",2007,OKC
Adrian Griffin,"$1,711,000.00 ",2008,MIL
Akil Mitchell,"$150,000.00 ",2014,HOU
Al Harrington,"$797,880.00 ",2000,IND
Al Harrington,"$1,436,982.00 ",2001,IND
Al Harrington,"$5,060,000.00 ",2002,IND
Al Harrington,"$5,692,500.00 ",2003,IND
Al Harrington,"$6,325,000.00 ",2004,ATL
Al Harrington,"$6,957,500.00 ",2005,ATL
Al Harrington,"$7,625,000.00 ",2006,GSW
Al Harrington,"$8,425,625.00 ",2007,GSW
Al Harrington,"$9,226,250.00 ",2008,NYK
Al Harrington,"$10,026,875.00 ",2009,NYK
Al Harrington,"$5,765,000.00 ",2010,DEN
Al Harrington,"$6,226,200.00 ",2011,DEN
Al Harrington,"$6,687,400.00 ",2012,ORL
Al Harrington,"$3,574,300.00 ",2013,ORL
Al Harrington,"$1,399,507.00 ",2013,WAS
Al Harrington,"$3,805,000.00 ",2014,ORL
Al Horford,"$3,745,800.00 ",2007,ATL
Al Horford,"$4,026,720.00 ",2008,ATL
Al Horford,"$4,307,640.00 ",2009,ATL
Al Horford,"$5,444,857.00 ",2010,ATL
Al Horford,"$12,000,000.00 ",2011,ATL
Al Horford,"$12,000,000.00 ",2012,ATL
Al Horford,"$12,000,000.00 ",2013,ATL
Al Horford,"$12,000,000.00 ",2014,ATL
Al Horford,"$12,000,000.00 ",2015,ATL
Al Horford,"$26,540,100.00 ",2016,BOS
Al Horford,"$27,734,405.00 ",2017,BOS
Al Jefferson,"$1,407,240.00 ",2004,BOS
Al Jefferson,"$1,512,840.00 ",2005,BOS
Al Jefferson,"$2,480,885.00 ",2007,MIN
Al Jefferson,"$11,000,000.00 ",2008,MIN
Al Jefferson,"$12,000,000.00 ",2009,MIN
Al Jefferson,"$13,000,000.00 ",2010,UTA
Al Jefferson,"$14,000,000.00 ",2011,UTA
Al Jefferson,"$15,000,000.00 ",2012,UTA
Al Jefferson,"$13,833,333.00 ",2015,CHA
Al Jefferson,"$10,230,179.00 ",2016,IND
Al Jefferson,"$9,769,821.00 ",2017,IND
Al Thornton,"$1,652,280.00 ",2007,LAC
Al Thornton,"$1,776,240.00 ",2008,LAC
Al Thornton,"$1,900,200.00 ",2009,WAS
Al Thornton,"$2,814,196.00 ",2010,WAS
Alaa Abdelnaby,"$395,000.00 ",1990,POR
Alaa Abdelnaby,"$494,000.00 ",1991,POR
Alaa Abdelnaby,"$500,000.00 ",1992,BOS
Alaa Abdelnaby,"$805,000.00 ",1993,BOS
Alaa Abdelnaby,"$650,000.00 ",1994,SAC
Alan Anderson,"$885,120.00 ",2012,TOR
Alan Anderson,"$947,907.00 ",2013,NJN
Alan Anderson,"$1,276,061.00 ",2014,NJN
Alan Anderson,"$4,000,000.00 ",2015,WAS
Alan Anderson,"$1,315,448.00 ",2016,LAC
Alan Henderson,"$791,000.00 ",1995,ATL
Alan Henderson,"$910,000.00 ",1996,ATL
Alan Henderson,"$1,028,400.00 ",1997,ATL
Alan Henderson,"$4,725,000.00 ",1998,ATL
Alan Henderson,"$5,318,437.00 ",1999,ATL
Alan Henderson,"$5,910,000.00 ",2000,ATL
Alan Henderson,"$6,500,312.00 ",2001,ATL
Alan Henderson,"$7,091,250.00 ",2002,ATL
Alan Henderson,"$7,682,188.00 ",2003,ATL
Alan Henderson,"$8,273,125.00 ",2004,DAL
Alan Henderson,"$1,138,500.00 ",2005,CLE
Alan Ogg,"$130,000.00 ",1990,MIA
Alan Ogg,"$202,000.00 ",1991,MIA
Alan Williams,"$114,285.00 ",2015,PHO
Alan Williams,"$874,636.00 ",2016,PHO
Alan Williams,"$6,000,000.00 ",2017,PHO
Alando Tucker,"$931,920.00 ",2007,PHO
Alando Tucker,"$1,001,880.00 ",2008,PHO
Alando Tucker,"$1,071,720.00 ",2009,MIN
Alec Burks,"$2,020,200.00 ",2011,UTA
Alec Burks,"$2,171,640.00 ",2012,UTA
Alec Burks,"$2,202,000.00 ",2013,UTA
Alec Burks,"$3,034,356.00 ",2014,UTA
Alec Burks,"$9,213,484.00 ",2015,UTA
Alec Burks,"$10,154,495.00 ",2016,UTA
Alec Burks,"$10,845,506.00 ",2017,UTA
Alec Kessler,"$1,600,000.00 ",1990,MIA
Alec Kessler,"$1,122,000.00 ",1991,MIA
Alec Kessler,"$762,000.00 ",1992,MIA
Alec Kessler,"$922,000.00 ",1993,MIA
Alec Kessler,"$1,402,000.00 ",1994,MIA
Aleksandar Radojevic,"$1,325,760.00 ",1999,TOR
Aleksandar Radojevic,"$1,425,120.00 ",2000,TOR
Aleksandar Radojevic,"$1,524,600.00 ",2001,MIL
Aleksandar Radojevic,"$720,046.00 ",2004,UTA
Alex Abrines,"$5,994,764.00 ",2016,OKC
Alex Abrines,"$5,725,000.00 ",2017,OKC
Alex Acker,"$398,762.00 ",2005,DET
Alex Acker,"$839,209.00 ",2006,DET
Alex Acker,"$711,517.00 ",2008,LAC
Alex Blackwell,"$140,000.00 ",1992,LAL
Alex Caruso,"$50,000.00 ",2016,OKC
Alex English,"$1,500,000.00 ",1990,DAL
Alex English,"$500,000.00 ",1991,DAL
Alex Garcia,"$366,931.00 ",2003,SAS
Alex Garcia,"$620,046.00 ",2004,NOH
Alex Kirk,"$65,000.00 ",2014,NYK
Alex Len,"$3,492,720.00 ",2013,PHO
Alex Len,"$3,649,920.00 ",2014,PHO
Alex Len,"$3,807,120.00 ",2015,PHO
Alex Len,"$4,823,621.00 ",2016,PHO
Alex Len,"$4,187,599.00 ",2017,PHO
Alex Poythress,"$38,903.00 ",2016,PHI
Alex Poythress,"$35,381.00 ",2016,IND
Alex Stepheson,"$61,776.00 ",2015,LAC
Alex Stepheson,"$30,888.00 ",2015,MEM
Alex Stivrins,"$140,000.00 ",1992,PHO
Alexander Johnson,"$412,718.00 ",2006,MEM
Alexander Johnson,"$687,456.00 ",2007,MIA
Alexander Volkov,"$650,000.00 ",1990,ATL
Alexander Volkov,"$675,000.00 ",1991,ATL
Alexey Shved,"$2,934,610.00 ",2012,MIN
Alexey Shved,"$3,150,000.00 ",2013,MIN
Alexey Shved,"$3,282,056.00 ",2014,NYK
Alexis Ajinca,"$1,467,840.00 ",2010,TOR
Alexis Ajinca,"$981,084.00 ",2014,NOH
Alexis Ajinca,"$4,300,000.00 ",2015,NOH
Alexis Ajinca,"$4,600,000.00 ",2016,NOH
Alexis Ajinca,"$4,961,798.00 ",2017,NOH
Al-Farouq Aminu,"$2,563,320.00 ",2010,LAC
Al-Farouq Aminu,"$2,755,560.00 ",2011,NOH
Al-Farouq Aminu,"$2,947,800.00 ",2012,NOH
Al-Farouq Aminu,"$3,700,000.00 ",2013,NOH
Al-Farouq Aminu,"$981,084.00 ",2014,DAL
Al-Farouq Aminu,"$7,500,000.00 ",2015,POR
Al-Farouq Aminu,"$7,680,965.00 ",2016,POR
Al-Farouq Aminu,"$7,319,035.00 ",2017,POR
Alfonzo McKinnie,"$815,615.00 ",2017,TOR
Allan Houston,"$736,000.00 ",1993,DET
Allan Houston,"$956,000.00 ",1994,DET
Allan Houston,"$5,000,000.00 ",1996,NYK
Allan Houston,"$6,000,000.00 ",1997,NYK
Allan Houston,"$7,000,000.00 ",1998,NYK
Allan Houston,"$12,750,000.00 ",2001,NYK
Allan Houston,"$14,343,750.00 ",2002,NYK
Allan Houston,"$15,937,500.00 ",2003,NYK
Allan Houston,"$17,531,250.00 ",2004,NYK
Allan Houston,"$19,125,000.00 ",2005,NYK
Allen Crabbe,"$862,000.00 ",2014,POR
Allen Crabbe,"$947,276.00 ",2015,POR
Allen Crabbe,"$18,500,000.00 ",2016,POR
Allen Crabbe,"$19,332,500.00 ",2017,NJN
Allen Iverson,"$2,267,000.00 ",1996,PHI
Allen Iverson,"$3,128,640.00 ",1997,PHI
Allen Iverson,"$3,537,000.00 ",1998,PHI
Allen Iverson,"$9,000,000.00 ",1999,PHI
Allen Iverson,"$11,250,000.00 ",2001,PHI
Allen Iverson,"$14,625,000.00 ",2004,PHI
Allen Iverson,"$16,453,125.00 ",2005,PHI
Allen Iverson,"$19,012,500.00 ",2007,DEN
Allen Iverson,"$20,840,625.00 ",2008,DET
Allen Iverson,"$1,029,794.00 ",2009,PHI
Allen Iverson,"$161,386.00 ",2009,MEM
Alonzo Gee,"$479,735.00 ",2010,CLE
Alonzo Gee,"$125,538.00 ",2010,WAS
Alonzo Gee,"$76,219.00 ",2010,SAS
Alonzo Gee,"$854,389.00 ",2011,CLE
Alonzo Gee,"$3,500,000.00 ",2012,CLE
Alonzo Gee,"$3,250,000.00 ",2013,CLE
Alonzo Gee,"$1,063,384.00 ",2014,POR
Alonzo Gee,"$1,375,000.00 ",2015,NOH
Alonzo Gee,"$1,400,000.00 ",2016,NOH
Alonzo Gee,"$495,227.00 ",2016,DEN
Alonzo Mourning,"$2,400,000.00 ",1992,CHA
Alonzo Mourning,"$3,120,000.00 ",1993,CHA
Alonzo Mourning,"$3,840,000.00 ",1994,CHA
Alonzo Mourning,"$4,560,000.00 ",1995,MIA
Alonzo Mourning,"$9,380,000.00 ",1996,MIA
Alonzo Mourning,"$13,130,000.00 ",1998,MIA
Alonzo Mourning,"$16,880,000.00 ",2000,MIA
Alonzo Mourning,"$18,754,800.00 ",2001,MIA
Alonzo Mourning,"$20,629,800.00 ",2002,MIA
Alonzo Mourning,"$4,917,000.00 ",2003,NJN
Alonzo Mourning,"$5,408,700.00 ",2004,TOR
Alonzo Mourning,"$4,000,000.00 ",2005,TOR
Alonzo Mourning,"$1,138,500.00 ",2005,MIA
Alonzo Mourning,"$4,225,433.00 ",2006,TOR
Alonzo Mourning,"$2,762,500.00 ",2007,MIA
Alton Ford,"$332,817.00 ",2001,PHO
Alton Ford,"$512,435.00 ",2002,PHO
Alton Ford,"$586,082.00 ",2003,HOU
Alton Lister,"$1,700,000.00 ",1990,GSW
Alton Lister,"$1,333,000.00 ",1991,GSW
Alton Lister,"$1,283,000.00 ",1992,GSW
Alton Lister,"$150,000.00 ",1994,MIL
Alton Lister,"$300,000.00 ",1995,BOS
Alton Lister,"$500,000.00 ",1996,BOS
Alton Lister,"$272,250.00 ",1997,POR
Alvin Jones,"$332,817.00 ",2001,PHI
Alvin Robertson,"$870,000.00 ",1990,MIL
Alvin Robertson,"$1,033,000.00 ",1991,MIL
Alvin Robertson,"$1,283,000.00 ",1992,MIL
Alvin Robertson,"$1,408,000.00 ",1993,DEN
Alvin Robertson,"$225,000.00 ",1995,TOR
Alvin Williams,"$242,000.00 ",1997,POR
Alvin Williams,"$1,925,000.00 ",1999,TOR
Alvin Williams,"$2,100,000.00 ",2000,TOR
Alvin Williams,"$5,350,000.00 ",2001,TOR
Alvin Williams,"$5,350,000.00 ",2002,TOR
Alvin Williams,"$5,500,000.00 ",2003,TOR
Alvin Williams,"$5,850,000.00 ",2004,TOR
Alvin Williams,"$6,300,000.00 ",2005,TOR
Alvin Williams,"$4,483,516.00 ",2006,TOR
Alvin Williams,"$103,992.00 ",2006,LAC
Alvin Williams,"$4,516,484.00 ",2007,TOR
Amal McCaskill,"$220,000.00 ",1996,ORL
Amal McCaskill,"$20,700.00 ",1997,ORL
Amal McCaskill,"$465,850.00 ",2001,SAS
Amal McCaskill,"$699,935.00 ",2002,POR
Amal McCaskill,"$143,277.00 ",2002,ATL
Amal McCaskill,"$932,546.00 ",2004,DET
Amar\'e Stoudemire,"$1,767,120.00 ",2002,PHO
Amar\'e Stoudemire,"$1,899,720.00 ",2003,PHO
Amar\'e Stoudemire,"$2,032,200.00 ",2004,PHO
Amar\'e Stoudemire,"$12,455,000.00 ",2006,PHO
Amar\'e Stoudemire,"$13,762,775.00 ",2007,PHO
Amar\'e Stoudemire,"$15,070,550.00 ",2008,PHO
Amar\'e Stoudemire,"$16,378,325.00 ",2009,PHO
Amar\'e Stoudemire,"$16,486,611.00 ",2010,NYK
Amar\'e Stoudemire,"$18,217,705.00 ",2011,NYK
Amar\'e Stoudemire,"$19,948,799.00 ",2012,NYK
Amar\'e Stoudemire,"$21,679,893.00 ",2013,NYK
Amar\'e Stoudemire,"$23,410,988.00 ",2014,NYK
Amar\'e Stoudemire,"$485,670.00 ",2014,DAL
Amar\'e Stoudemire,"$1,499,187.00 ",2015,MIA
Amir Johnson,"$398,762.00 ",2005,DET
Amir Johnson,"$664,209.00 ",2006,DET
Amir Johnson,"$3,666,666.00 ",2007,DET
Amir Johnson,"$3,666,667.00 ",2008,DET
Amir Johnson,"$3,666,666.00 ",2009,TOR
Amir Johnson,"$5,000,000.00 ",2010,TOR
Amir Johnson,"$5,500,000.00 ",2011,TOR
Amir Johnson,"$6,000,000.00 ",2012,TOR
Amir Johnson,"$6,500,000.00 ",2013,TOR
Amir Johnson,"$7,000,000.00 ",2014,TOR
Amir Johnson,"$12,000,000.00 ",2015,BOS
Amir Johnson,"$12,000,000.00 ",2016,BOS
Amir Johnson,"$11,000,000.00 ",2017,PHI
Anderson Varejao,"$788,000.00 ",2004,CLE
Anderson Varejao,"$866,800.00 ",2005,CLE
Anderson Varejao,"$945,600.00 ",2006,CLE
Anderson Varejao,"$5,356,000.00 ",2007,CLE
Anderson Varejao,"$5,784,480.00 ",2008,CLE
Anderson Varejao,"$6,300,000.00 ",2009,CLE
Anderson Varejao,"$7,281,818.00 ",2010,CLE
Anderson Varejao,"$7,700,000.00 ",2011,CLE
Anderson Varejao,"$8,368,182.00 ",2012,CLE
Anderson Varejao,"$9,036,364.00 ",2013,CLE
Anderson Varejao,"$9,704,595.00 ",2014,CLE
Anderson Varejao,"$9,638,554.00 ",2015,POR
Anderson Varejao,"$458,575.00 ",2015,GSW
Anderson Varejao,"$1,984,005.00 ",2016,POR
Anderson Varejao,"$1,551,659.00 ",2016,GSW
Anderson Varejao,"$1,913,345.00 ",2017,POR
Andrae Patterson,"$287,500.00 ",1998,MIN
Andrae Patterson,"$385,000.00 ",1999,MIN
Andrae Patterson,"$498,500.00 ",2000,MIN
Andray Blatche,"$398,762.00 ",2005,WAS
Andray Blatche,"$664,209.00 ",2006,WAS
Andray Blatche,"$2,470,000.00 ",2007,WAS
Andray Blatche,"$2,739,669.00 ",2008,WAS
Andray Blatche,"$3,000,000.00 ",2009,WAS
Andray Blatche,"$5,900,000.00 ",2010,WAS
Andray Blatche,"$6,442,083.00 ",2011,WAS
Andray Blatche,"$7,118,502.00 ",2012,WAS
Andray Blatche,"$1,146,337.00 ",2012,NJN
Andray Blatche,"$1,375,604.00 ",2013,NJN
Andray Blatche,"$8,471,339.00 ",2014,WAS
Andre Barrett,"$385,277.00 ",2004,HOU
Andre Barrett,"$744,551.00 ",2006,CHI
Andre Brown,"$241,591.00 ",2006,OKC
Andre Brown,"$711,517.00 ",2007,MEM
Andre Dawkins,"$59,686.00 ",2014,BOS
Andre Drummond,"$2,462,400.00 ",2013,DET
Andre Drummond,"$2,568,360.00 ",2014,DET
Andre Drummond,"$3,272,091.00 ",2015,DET
Andre Drummond,"$22,116,750.00 ",2016,DET
Andre Drummond,"$23,775,506.00 ",2017,DET
Andre Emmett,"$385,277.00 ",2004,MEM
Andre Emmett,"$641,748.00 ",2005,MIA
Andre Emmett,"$61,433.00 ",2011,NJN
Andre Iguodala,"$1,914,480.00 ",2004,PHI
Andre Iguodala,"$2,058,000.00 ",2005,PHI
Andre Iguodala,"$2,201,640.00 ",2006,PHI
Andre Iguodala,"$11,300,000.00 ",2008,PHI
Andre Iguodala,"$12,200,000.00 ",2009,PHI
Andre Iguodala,"$12,345,250.00 ",2010,PHI
Andre Iguodala,"$13,531,750.00 ",2011,PHI
Andre Iguodala,"$14,968,250.00 ",2012,DEN
Andre Iguodala,"$12,868,632.00 ",2013,GSW
Andre Iguodala,"$12,289,544.00 ",2014,GSW
Andre Iguodala,"$11,710,456.00 ",2015,GSW
Andre Iguodala,"$11,131,368.00 ",2016,GSW
Andre Iguodala,"$14,814,815.00 ",2017,GSW
Andre Miller,"$1,682,280.00 ",1999,CLE
Andre Miller,"$1,808,400.00 ",2000,CLE
Andre Miller,"$1,934,520.00 ",2001,CLE
Andre Miller,"$2,460,709.00 ",2002,LAC
Andre Miller,"$8,000,000.00 ",2003,DEN
Andre Miller,"$8,100,000.00 ",2005,DEN
Andre Miller,"$8,733,333.00 ",2006,PHI
Andre Miller,"$10,333,334.00 ",2008,PHI
Andre Miller,"$6,730,800.00 ",2009,POR
Andre Miller,"$7,269,264.00 ",2010,POR
Andre Miller,"$7,807,728.00 ",2011,DEN
Andre Miller,"$5,000,000.00 ",2012,DEN
Andre Miller,"$5,000,000.00 ",2013,DEN
Andre Miller,"$4,625,000.00 ",2014,SAC
Andre Miller,"$1,499,187.00 ",2015,MIN
Andre Miller,"$396,844.00 ",2015,SAS
Andre Owens,"$398,762.00 ",2005,UTA
Andre Owens,"$676,800.00 ",2006,GSW
Andre Owens,"$687,456.00 ",2007,IND
Andre Roberson,"$1,110,840.00 ",2013,OKC
Andre Roberson,"$1,160,880.00 ",2014,OKC
Andre Roberson,"$1,210,800.00 ",2015,OKC
Andre Roberson,"$2,183,072.00 ",2016,OKC
Andre Roberson,"$9,259,259.00 ",2017,OKC
Andre Spencer,"$250,000.00 ",1993,GSW
Andre Turner,"$110,000.00 ",1990,PHI
Andre Turner,"$130,000.00 ",1991,WAS
Andre Turner,"$140,000.00 ",1992,WAS
Andrea Bargnani,"$4,501,200.00 ",2006,TOR
Andrea Bargnani,"$4,838,880.00 ",2007,TOR
Andrea Bargnani,"$5,176,440.00 ",2008,TOR
Andrea Bargnani,"$6,527,491.00 ",2009,TOR
Andrea Bargnani,"$8,500,000.00 ",2010,TOR
Andrea Bargnani,"$9,250,000.00 ",2011,TOR
Andrea Bargnani,"$10,000,000.00 ",2012,TOR
Andrea Bargnani,"$11,862,500.00 ",2013,NYK
Andrea Bargnani,"$11,500,000.00 ",2014,NYK
Andrea Bargnani,"$1,039,298.00 ",2015,NJN
Andrea Bargnani,"$323,599.00 ",2016,NJN
Andreas Glyniadakis,"$161,061.00 ",2006,OKC
Andrei Kirilenko,"$831,120.00 ",2001,UTA
Andrei Kirilenko,"$893,400.00 ",2002,UTA
Andrei Kirilenko,"$955,800.00 ",2003,UTA
Andrei Kirilenko,"$1,671,694.00 ",2004,UTA
Andrei Kirilenko,"$10,983,000.00 ",2005,UTA
Andrei Kirilenko,"$13,735,000.00 ",2007,UTA
Andrei Kirilenko,"$15,106,000.00 ",2008,UTA
Andrei Kirilenko,"$16,452,000.00 ",2009,UTA
Andrei Kirilenko,"$17,823,000.00 ",2010,UTA
Andrei Kirilenko,"$9,779,349.00 ",2012,MIN
Andrei Kirilenko,"$3,183,000.00 ",2013,NJN
Andrei Kirilenko,"$3,326,235.00 ",2014,PHI
Andres Nocioni,"$2,775,000.00 ",2005,CHI
Andres Nocioni,"$3,950,000.00 ",2006,CHI
Andres Nocioni,"$8,500,000.00 ",2007,CHI
Andres Nocioni,"$8,000,000.00 ",2008,SAC
Andres Nocioni,"$7,500,000.00 ",2009,SAC
Andres Nocioni,"$6,850,000.00 ",2010,PHI
Andres Nocioni,"$6,650,000.00 ",2011,PHI
Andrew Bogut,"$4,340,520.00 ",2005,MIL
Andrew Bogut,"$4,665,960.00 ",2006,MIL
Andrew Bogut,"$4,991,520.00 ",2007,MIL
Andrew Bogut,"$6,294,310.00 ",2008,MIL
Andrew Bogut,"$10,000,000.00 ",2009,MIL
Andrew Bogut,"$11,000,000.00 ",2010,MIL
Andrew Bogut,"$12,000,000.00 ",2011,MIL
Andrew Bogut,"$13,000,000.00 ",2012,GSW
Andrew Bogut,"$14,000,000.00 ",2013,GSW
Andrew Bogut,"$12,972,973.00 ",2014,GSW
Andrew Bogut,"$12,000,000.00 ",2015,GSW
Andrew Bogut,"$11,027,027.00 ",2016,PHI
Andrew Bogut,"$242,224.00 ",2016,CLE
Andrew Bogut,"$2,328,652.00 ",2017,LAL
Andrew Bynum,"$1,888,680.00 ",2005,LAL
Andrew Bynum,"$2,030,280.00 ",2006,LAL
Andrew Bynum,"$2,172,000.00 ",2007,LAL
Andrew Bynum,"$2,769,300.00 ",2008,LAL
Andrew Bynum,"$12,526,998.00 ",2009,LAL
Andrew Bynum,"$13,700,000.00 ",2010,LAL
Andrew Bynum,"$14,900,000.00 ",2011,LAL
Andrew Bynum,"$16,889,000.00 ",2012,PHI
Andrew Bynum,"$6,000,000.00 ",2013,CHI
Andrew DeClercq,"$230,000.00 ",1995,GSW
Andrew DeClercq,"$276,000.00 ",1996,GSW
Andrew DeClercq,"$1,200,000.00 ",1997,BOS
Andrew DeClercq,"$1,440,000.00 ",1998,CLE
Andrew DeClercq,"$1,680,000.00 ",1999,CLE
