Player, Salary in $ ,Year,Team
Laron Profit,"$745,046.00 ",2004,WAS
Laron Profit,"$745,248.00 ",2005,LAL
Larry Bird,"$1,500,000.00 ",1990,BOS
Larry Bird,"$7,070,000.00 ",1991,BOS
Larry Bird,"$2,300,000.00 ",1992,BOS
Larry Drew,"$550,000.00 ",1990,LAL
Larry Drew,"$600,000.00 ",1991,LAL
Larry Drew,"$59,686.00 ",2014,PHI
Larry Hughes,"$1,330,000.00 ",1998,PHI
Larry Hughes,"$1,722,240.00 ",1999,GSW
Larry Hughes,"$1,842,480.00 ",2000,GSW
Larry Hughes,"$2,343,635.00 ",2001,GSW
Larry Hughes,"$4,546,000.00 ",2002,WAS
Larry Hughes,"$5,000,600.00 ",2003,WAS
Larry Hughes,"$5,455,200.00 ",2004,WAS
Larry Hughes,"$10,344,900.00 ",2005,CLE
Larry Hughes,"$13,363,012.00 ",2006,CLE
Larry Hughes,"$12,000,084.00 ",2007,CHI
Larry Hughes,"$12,827,676.00 ",2008,NYK
Larry Hughes,"$13,655,268.00 ",2009,SAC
Larry Hughes,"$414,443.00 ",2011,ORL
Larry Johnson,"$1,955,000.00 ",1991,CHA
Larry Johnson,"$2,540,000.00 ",1992,CHA
Larry Johnson,"$3,125,000.00 ",1993,CHA
Larry Johnson,"$3,710,000.00 ",1994,CHA
Larry Johnson,"$4,295,000.00 ",1995,CHA
Larry Johnson,"$5,004,000.00 ",1996,NYK
Larry Johnson,"$8,460,714.00 ",1997,NYK
Larry Johnson,"$10,186,000.00 ",1998,NYK
Larry Johnson,"$11,335,714.00 ",2001,NYK
Larry Johnson,"$9,610,714.00 ",2002,NYK
Larry Krystkowiak,"$605,000.00 ",1990,MIL
Larry Krystkowiak,"$605,000.00 ",1991,MIL
Larry Krystkowiak,"$605,000.00 ",1992,UTA
Larry Krystkowiak,"$644,000.00 ",1993,ORL
Larry Nance,"$1,260,000.00 ",1990,CLE
Larry Nance,"$1,363,000.00 ",1991,CLE
Larry Nance,"$2,775,000.00 ",1992,CLE
Larry Nance,"$2,840,000.00 ",1993,CLE
Larry Nance,"$1,471,382.00 ",2017,LAL
Larry Nance Jr.,"$1,155,600.00 ",2015,LAL
Larry Nance Jr.,"$1,207,680.00 ",2016,LAL
Larry Owens,"$55,718.00 ",2010,SAS
Larry Owens,"$86,052.00 ",2011,NJN
Larry Robinson,"$30,000.00 ",1994,HOU
Larry Robinson,"$611,000.00 ",2000,ATL
Larry Robinson,"$715,850.00 ",2001,NYK
Larry Sanders,"$1,731,960.00 ",2010,MIL
Larry Sanders,"$1,861,920.00 ",2011,MIL
Larry Sanders,"$1,991,760.00 ",2012,MIL
Larry Sanders,"$3,053,368.00 ",2013,MIL
Larry Sanders,"$11,000,000.00 ",2014,MIL
Larry Sanders,"$1,865,547.00 ",2015,MIL
Larry Sanders,"$1,865,547.00 ",2016,MIL
Larry Sanders,"$207,722.00 ",2016,CLE
Larry Sanders,"$1,865,547.00 ",2017,MIL
Larry Smith,"$800,000.00 ",1990,HOU
Larry Smith,"$997,000.00 ",1991,HOU
Larry Smith,"$500,000.00 ",1992,SAS
Larry Stewart,"$130,000.00 ",1991,WAS
Larry Stewart,"$500,000.00 ",1992,WAS
Larry Stewart,"$600,000.00 ",1993,WAS
Larry Stewart,"$700,000.00 ",1994,WAS
Larry Stewart,"$247,500.00 ",1996,OKC
LaSalle Thompson,"$2,000,000.00 ",1990,IND
LaSalle Thompson,"$2,000,000.00 ",1991,IND
LaSalle Thompson,"$2,000,000.00 ",1992,IND
LaSalle Thompson,"$2,000,000.00 ",1993,IND
LaSalle Thompson,"$247,500.00 ",1996,DEN
Latrell Sprewell,"$550,000.00 ",1992,GSW
Latrell Sprewell,"$700,000.00 ",1993,GSW
Latrell Sprewell,"$890,000.00 ",1994,GSW
Latrell Sprewell,"$975,000.00 ",1995,GSW
Latrell Sprewell,"$7,000,000.00 ",1996,GSW
Latrell Sprewell,"$7,770,000.00 ",1997,GSW
Latrell Sprewell,"$8,300,000.00 ",1998,NYK
Latrell Sprewell,"$11,250,000.00 ",2001,NYK
Latrell Sprewell,"$12,375,000.00 ",2002,NYK
Latrell Sprewell,"$13,500,000.00 ",2003,MIN
Latrell Sprewell,"$14,625,000.00 ",2004,MIN
Lauri Markkanen,"$3,821,640.00 ",2017,CHI
Lavor Postell,"$465,850.00 ",2001,NYK
Lavor Postell,"$587,435.00 ",2002,NYK
Lavoy Allen,"$473,604.00 ",2011,PHI
Lavoy Allen,"$3,000,000.00 ",2012,PHI
Lavoy Allen,"$3,060,000.00 ",2013,PHI
Lavoy Allen,"$948,163.00 ",2014,IND
Lavoy Allen,"$3,700,000.00 ",2015,IND
Lavoy Allen,"$4,000,000.00 ",2016,IND
Lawrence Funderburke,"$2,400,000.00 ",1999,SAC
Lawrence Funderburke,"$2,700,000.00 ",2000,SAC
Lawrence Funderburke,"$3,025,000.00 ",2001,SAC
Lawrence Funderburke,"$3,300,000.00 ",2002,SAC
Lawrence Funderburke,"$3,600,000.00 ",2003,SAC
Lawrence Moten,"$280,000.00 ",1995,MEM
Lawrence Moten,"$321,000.00 ",1996,MEM
Lawrence Roberts,"$398,762.00 ",2005,MEM
Lawrence Roberts,"$664,209.00 ",2006,MEM
Lazar Hayward,"$1,020,960.00 ",2010,MIN
Lazar Hayward,"$1,097,520.00 ",2011,OKC
Lazar Hayward,"$80,413.00 ",2012,MIN
Lazaro Borrell,"$301,875.00 ",1999,OKC
Leandro Barbosa,"$809,280.00 ",2003,PHO
Leandro Barbosa,"$870,000.00 ",2004,PHO
Leandro Barbosa,"$1,679,733.00 ",2006,PHO
Leandro Barbosa,"$5,600,000.00 ",2007,PHO
Leandro Barbosa,"$6,100,000.00 ",2008,PHO
Leandro Barbosa,"$6,600,000.00 ",2009,PHO
Leandro Barbosa,"$7,100,000.00 ",2010,TOR
Leandro Barbosa,"$7,600,000.00 ",2011,TOR
Leandro Barbosa,"$1,229,255.00 ",2012,WAS
Leandro Barbosa,"$1,448,490.00 ",2014,GSW
Leandro Barbosa,"$2,500,000.00 ",2015,GSW
Leandro Barbosa,"$4,000,000.00 ",2016,PHO
Leandro Barbosa,"$500,000.00 ",2017,PHO
LeBron James,"$4,018,920.00 ",2003,CLE
LeBron James,"$4,320,360.00 ",2004,CLE
LeBron James,"$4,621,800.00 ",2005,CLE
LeBron James,"$5,828,090.00 ",2006,CLE
LeBron James,"$13,041,250.00 ",2007,CLE
LeBron James,"$14,410,581.00 ",2008,CLE
LeBron James,"$15,779,912.00 ",2009,CLE
LeBron James,"$16,022,500.00 ",2011,MIA
LeBron James,"$17,545,000.00 ",2012,MIA
LeBron James,"$19,067,500.00 ",2013,MIA
LeBron James,"$20,644,400.00 ",2014,CLE
LeBron James,"$22,971,000.00 ",2015,CLE
LeBron James,"$30,963,450.00 ",2016,CLE
LeBron James,"$33,285,709.00 ",2017,CLE
Ledell Eackles,"$605,000.00 ",1990,WAS
Ledell Eackles,"$780,000.00 ",1991,WAS
Ledell Eackles,"$780,000.00 ",1992,WAS
Ledell Eackles,"$150,000.00 ",1994,MIA
Lee Mayberry,"$520,000.00 ",1992,MIL
Lee Mayberry,"$670,000.00 ",1993,MIL
Lee Mayberry,"$820,000.00 ",1994,MIL
Lee Mayberry,"$965,000.00 ",1995,MIL
Lee Mayberry,"$1,100,000.00 ",1996,MEM
Lee Mayberry,"$1,320,000.00 ",1997,MEM
Lee Mayberry,"$1,540,000.00 ",1998,MEM
Lee Nailon,"$316,969.00 ",2000,CHA
Lee Nailon,"$465,850.00 ",2001,CHA
Lee Nailon,"$587,435.00 ",2002,NYK
Lee Nailon,"$745,046.00 ",2004,NOH
Lee Nailon,"$835,810.00 ",2005,PHI
Leon Powe,"$797,581.00 ",2008,BOS
Leon Powe,"$855,189.00 ",2009,CLE
Leon Powe,"$915,852.00 ",2010,CLE
Leon Smith,"$449,920.00 ",1999,DAL
Leon Smith,"$483,680.00 ",2000,DAL
Leon Smith,"$517,360.00 ",2001,DAL
LeRon Ellis,"$180,000.00 ",1991,LAC
LeRon Ellis,"$150,000.00 ",1993,CHA
LeRon Ellis,"$400,000.00 ",1995,MIA
Les Jepsen,"$505,000.00 ",1990,GSW
Les Jepsen,"$504,000.00 ",1991,SAC
Les Jepsen,"$504,000.00 ",1992,SAC
Les Jepsen,"$504,000.00 ",1993,SAC
Lester Conner,"$900,000.00 ",1990,MIL
Lester Conner,"$900,000.00 ",1991,MIL
Lester Conner,"$890,000.00 ",1992,ORL
Lester Conner,"$25,000.00 ",1993,ORL
Lester Hudson,"$199,185.00 ",2009,MEM
Lester Hudson,"$193,802.00 ",2009,BOS
Lester Hudson,"$192,791.00 ",2010,WAS
Lester Hudson,"$55,774.00 ",2014,LAC
Levi Randolph,"$25,000.00 ",2015,BOS
Linas Kleiza,"$879,360.00 ",2005,DEN
Linas Kleiza,"$1,011,360.00 ",2007,DEN
Linas Kleiza,"$1,824,493.00 ",2008,DEN
Linas Kleiza,"$4,995,000.00 ",2010,TOR
Linas Kleiza,"$4,605,000.00 ",2011,TOR
Linas Kleiza,"$4,600,000.00 ",2012,TOR
Lindsey Hunter,"$902,000.00 ",1993,DET
Lindsey Hunter,"$1,173,000.00 ",1994,DET
Lindsey Hunter,"$1,715,000.00 ",1996,DET
Lindsey Hunter,"$1,750,000.00 ",1997,DET
Lindsey Hunter,"$2,050,000.00 ",1998,DET
Lindsey Hunter,"$2,350,000.00 ",1999,DET
Lindsey Hunter,"$2,650,000.00 ",2000,MIL
Lindsey Hunter,"$3,425,760.00 ",2001,LAL
Lindsey Hunter,"$3,870,912.00 ",2002,TOR
Lindsey Hunter,"$3,000,000.00 ",2003,DET
Lindsey Hunter,"$1,600,000.00 ",2004,DET
Lindsey Hunter,"$1,760,000.00 ",2005,DET
Lindsey Hunter,"$2,250,000.00 ",2006,DET
Lindsey Hunter,"$2,250,000.00 ",2007,DET
Lindsey Hunter,"$1,143,473.00 ",2008,CHI
Lindsey Hunter,"$1,306,455.00 ",2009,CHI
Linton Johnson,"$366,931.00 ",2003,CHI
Linton Johnson,"$719,373.00 ",2005,NJN
Linton Johnson,"$771,331.00 ",2006,NOH
Linton Johnson,"$283,953.00 ",2007,PHO
Lionel Chalmers,"$450,000.00 ",2004,LAC
Lionel Chalmers,"$682,050.00 ",2005,MIN
Lionel Simmons,"$930,000.00 ",1990,SAC
Lionel Simmons,"$1,289,000.00 ",1991,SAC
Lionel Simmons,"$1,464,000.00 ",1992,SAC
Lionel Simmons,"$1,743,000.00 ",1993,SAC
Lionel Simmons,"$2,181,400.00 ",1994,SAC
Lionel Simmons,"$2,676,000.00 ",1995,SAC
Lionel Simmons,"$3,194,000.00 ",1996,SAC
Lionel Simmons,"$3,716,500.00 ",1997,SAC
Lionel Simmons,"$4,238,500.00 ",1998,SAC
Litterial Green,"$140,000.00 ",1992,ORL
Litterial Green,"$250,000.00 ",1993,ORL
Litterial Green,"$247,500.00 ",1996,DET
Livio Jean-Charles,"$1,188,840.00 ",2016,SAS
Livio Jean-Charles,"$1,035,200.00 ",2017,SAS
Lloyd Daniels,"$140,000.00 ",1992,SAS
Lloyd Daniels,"$182,000.00 ",1993,SAS
Lloyd Daniels,"$250,000.00 ",1994,SAS
Lloyd Daniels,"$11,400.00 ",1994,PHI
Lloyd Daniels,"$184,100.00 ",1996,NJN
Logan Vander Velden,"$200,000.00 ",1995,LAC
Lonny Baxter,"$349,458.00 ",2002,CHI
Lonny Baxter,"$636,679.00 ",2003,TOR
Lonny Baxter,"$542,475.00 ",2004,NOH
Lonny Baxter,"$745,248.00 ",2005,HOU
Lonzo Ball,"$6,286,560.00 ",2017,LAL
Loren Meyer,"$556,000.00 ",1995,DAL
Loren Meyer,"$639,000.00 ",1996,PHO
Loren Meyer,"$722,760.00 ",1997,PHO
Loren Meyer,"$450,000.00 ",1998,DEN
Loren Woods,"$332,817.00 ",2001,MIN
Loren Woods,"$662,435.00 ",2002,MIN
Loren Woods,"$638,679.00 ",2003,MIA
Loren Woods,"$755,000.00 ",2004,TOR
Loren Woods,"$780,000.00 ",2005,TOR
Loren Woods,"$300,000.00 ",2006,SAC
Lorenzen Wright,"$1,480,000.00 ",1996,LAC
Lorenzen Wright,"$1,701,720.00 ",1997,LAC
Lorenzen Wright,"$1,923,000.00 ",1998,LAC
Lorenzen Wright,"$4,400,000.00 ",1999,ATL
Lorenzen Wright,"$4,950,000.00 ",2000,ATL
Lorenzen Wright,"$5,500,000.00 ",2001,MEM
Lorenzen Wright,"$6,050,000.00 ",2002,MEM
Lorenzen Wright,"$6,600,000.00 ",2003,MEM
Lorenzen Wright,"$7,150,000.00 ",2004,MEM
Lorenzen Wright,"$7,700,000.00 ",2005,MEM
Lorenzen Wright,"$3,250,000.00 ",2006,ATL
Lorenzen Wright,"$1,262,275.00 ",2008,CLE
Lorenzo Brown,"$283,367.00 ",2014,MIN
Lorenzo Brown,"$117,016.00 ",2015,DET
Lorenzo Brown,"$111,444.00 ",2015,PHO
Lorenzo Williams,"$7,000.00 ",1992,CHA
Lorenzo Williams,"$250,000.00 ",1993,BOS
Lorenzo Williams,"$200,000.00 ",1994,DAL
Lorenzo Williams,"$1,550,000.00 ",1995,DAL
Lorenzo Williams,"$940,000.00 ",1996,WAS
Lorenzo Williams,"$1,128,000.00 ",1997,WAS
Lorenzo Williams,"$1,316,000.00 ",1998,WAS
Lorenzo Williams,"$1,540,000.00 ",1999,WAS
Lorenzo Williams,"$1,750,000.00 ",2000,WAS
Lorenzo Williams,"$1,880,000.00 ",2001,WAS
Lorenzo Williams,"$2,068,000.00 ",2002,WAS
Lou Amundson,"$1,650,000.00 ",2015,NYK
Lou Amundson,"$1,551,659.00 ",2016,NYK
Lou Roe,"$247,500.00 ",1996,GSW
Lou Roe,"$97,412.00 ",1999,MIN
Lou Williams,"$5,450,000.00 ",2014,TOR
Lou Williams,"$7,000,000.00 ",2015,LAL
Lou Williams,"$7,000,000.00 ",2016,HOU
Lou Williams,"$7,000,000.00 ",2017,LAC
Louis Amundson,"$105,696.00 ",2006,PHI
Louis Amundson,"$75,000.00 ",2006,SAC
Louis Amundson,"$797,581.00 ",2008,PHO
Louis Amundson,"$855,189.00 ",2009,PHO
Louis Amundson,"$2,225,000.00 ",2010,GSW
Louis Amundson,"$2,403,000.00 ",2011,IND
Louis Amundson,"$1,069,509.00 ",2012,MIN
Louis Amundson,"$409,167.00 ",2014,NYK
Louis Williams,"$450,000.00 ",2005,PHI
Louis Williams,"$664,209.00 ",2006,PHI
Louis Williams,"$4,500,000.00 ",2008,PHI
Louis Williams,"$4,972,500.00 ",2009,PHI
Louis Williams,"$5,000,000.00 ",2010,PHI
Louis Williams,"$5,176,000.00 ",2011,PHI
Louis Williams,"$5,000,000.00 ",2012,ATL
Louis Williams,"$5,225,000.00 ",2013,ATL
Loy Vaught,"$825,000.00 ",1990,LAC
Loy Vaught,"$1,000,000.00 ",1991,LAC
Loy Vaught,"$1,100,000.00 ",1992,LAC
Loy Vaught,"$1,225,000.00 ",1993,LAC
Loy Vaught,"$2,750,000.00 ",1994,LAC
Loy Vaught,"$3,000,000.00 ",1995,LAC
Loy Vaught,"$3,100,000.00 ",1996,LAC
Loy Vaught,"$3,350,000.00 ",1997,LAC
Loy Vaught,"$3,830,000.00 ",1998,DET
Loy Vaught,"$4,180,000.00 ",1999,DET
Loy Vaught,"$4,812,025.00 ",2000,DAL
Loy Vaught,"$5,222,025.00 ",2001,WAS
Loy Vaught,"$5,364,964.00 ",2002,WAS
Luc Longley,"$1,590,000.00 ",1991,MIN
Luc Longley,"$1,590,000.00 ",1993,MIN
Luc Longley,"$2,300,000.00 ",1995,CHI
Luc Longley,"$2,790,000.00 ",1996,CHI
Luc Longley,"$3,184,900.00 ",1997,CHI
Luc Longley,"$4,000,000.00 ",1998,PHO
Luc Longley,"$6,325,000.00 ",2001,NYK
Luc Longley,"$6,900,000.00 ",2002,NYK
Luc Mbah a Moute,"$757,000.00 ",2008,MIL
Luc Mbah a Moute,"$736,420.00 ",2009,MIL
Luc Mbah a Moute,"$854,389.00 ",2010,MIL
Luc Mbah a Moute,"$5,000,000.00 ",2011,MIL
Luc Mbah a Moute,"$4,795,192.00 ",2012,MIL
Luc Mbah a Moute,"$4,588,384.00 ",2013,SAC
Luc Mbah a Moute,"$4,382,576.00 ",2014,PHI
Luc Mbah a Moute,"$1,270,964.00 ",2015,LAC
Luc Mbah a Moute,"$2,203,000.00 ",2016,LAC
Luc Mbah a Moute,"$2,116,955.00 ",2017,HOU
Lucas Nogueira,"$1,762,680.00 ",2014,TOR
Lucas Nogueira,"$1,842,000.00 ",2015,TOR
Lucas Nogueira,"$1,921,320.00 ",2016,TOR
Lucas Nogueira,"$2,947,305.00 ",2017,TOR
Lucious Harris,"$350,000.00 ",1993,DAL
Lucious Harris,"$455,000.00 ",1994,DAL
Lucious Harris,"$725,000.00 ",1995,DAL
Lucious Harris,"$1,200,000.00 ",1996,PHI
Lucious Harris,"$1,440,000.00 ",1997,NJN
Lucious Harris,"$1,680,000.00 ",1998,NJN
Lucious Harris,"$1,920,000.00 ",1999,NJN
Lucious Harris,"$2,160,000.00 ",2000,NJN
Lucious Harris,"$2,400,000.00 ",2001,NJN
Lucious Harris,"$2,640,000.00 ",2002,NJN
Lucious Harris,"$2,500,000.00 ",2003,NJN
Lucious Harris,"$2,500,000.00 ",2004,CLE
Luigi Datome,"$1,750,000.00 ",2014,BOS
Luis Flores,"$385,277.00 ",2004,GSW
Luis Montero,"$525,093.00 ",2015,POR
Luis Scola,"$3,100,667.00 ",2008,HOU
Luis Scola,"$3,375,600.00 ",2009,HOU
Luis Scola,"$7,775,378.00 ",2010,HOU
Luis Scola,"$8,591,793.00 ",2011,HOU
Luis Scola,"$4,148,510.00 ",2012,PHO
Luis Scola,"$4,508,504.00 ",2013,IND
Luis Scola,"$6,541,000.00 ",2014,HOU
Luis Scola,"$6,172,538.00 ",2014,HOU
Luis Scola,"$4,868,499.00 ",2014,IND
Luis Scola,"$3,000,000.00 ",2015,TOR
Luis Scola,"$5,000,000.00 ",2016,NJN
Luke Babbitt,"$1,645,440.00 ",2010,POR
Luke Babbitt,"$1,768,800.00 ",2011,POR
Luke Babbitt,"$1,892,280.00 ",2012,POR
Luke Babbitt,"$981,084.00 ",2014,NOH
Luke Babbitt,"$1,100,000.00 ",2015,NOH
Luke Babbitt,"$1,227,000.00 ",2016,MIA
Luke Babbitt,"$1,974,159.00 ",2017,ATL
Luke Harangody,"$473,604.00 ",2010,CLE
Luke Harangody,"$762,195.00 ",2011,CLE
Luke Harangody,"$1,054,389.00 ",2012,CLE
Luke Jackson,"$1,818,720.00 ",2004,CLE
Luke Jackson,"$1,955,160.00 ",2005,CLE
Luke Jackson,"$40,501.00 ",2006,LAC
Luke Jackson,"$279,415.00 ",2007,MIA
Luke Kennard,"$2,759,280.00 ",2017,DET
Luke Ridnour,"$1,424,400.00 ",2003,OKC
Luke Ridnour,"$1,531,200.00 ",2004,OKC
Luke Ridnour,"$1,638,000.00 ",2005,OKC
Luke Ridnour,"$2,425,878.00 ",2006,OKC
Luke Ridnour,"$6,500,000.00 ",2007,OKC
Luke Ridnour,"$6,500,000.00 ",2008,MIL
Luke Ridnour,"$6,500,000.00 ",2009,MIL
Luke Ridnour,"$4,000,000.00 ",2010,MIN
Luke Ridnour,"$3,680,000.00 ",2011,MIN
Luke Ridnour,"$4,000,000.00 ",2012,MIN
Luke Ridnour,"$4,320,000.00 ",2013,MIL
Luke Ridnour,"$2,750,000.00 ",2014,ORL
Luke Schenscher,"$55,000.00 ",2006,CHI
Luke Walton,"$366,931.00 ",2003,LAL
Luke Walton,"$620,046.00 ",2004,LAL
Luke Walton,"$1,250,000.00 ",2005,LAL
Luke Walton,"$1,375,000.00 ",2006,LAL
Luke Walton,"$4,000,000.00 ",2007,LAL
Luke Walton,"$4,420,000.00 ",2008,LAL
Luke Walton,"$4,840,000.00 ",2009,LAL
Luke Walton,"$5,260,000.00 ",2010,LAL
Luke Walton,"$5,680,000.00 ",2011,LAL
Luke Walton,"$6,091,363.00 ",2012,CLE
Luke Zeller,"$473,604.00 ",2012,PHO
Luol Deng,"$2,443,920.00 ",2005,CHI
Luol Deng,"$2,614,440.00 ",2006,CHI
Luol Deng,"$3,320,339.00 ",2007,CHI
Luol Deng,"$9,385,000.00 ",2008,CHI
Luol Deng,"$10,370,425.00 ",2009,CHI
Luol Deng,"$11,345,000.00 ",2010,CHI
Luol Deng,"$12,325,000.00 ",2011,CHI
Luol Deng,"$13,305,000.00 ",2012,CHI
Luol Deng,"$14,275,000.00 ",2013,CHI
Luol Deng,"$9,714,461.00 ",2014,MIA
Luol Deng,"$10,151,612.00 ",2015,MIA
Luol Deng,"$18,000,000.00 ",2016,LAL
Luol Deng,"$17,190,000.00 ",2017,LAL
Luther Head,"$975,600.00 ",2005,HOU
Luther Head,"$1,048,800.00 ",2006,HOU
Luther Head,"$1,962,378.00 ",2008,HOU
Luther Head,"$884,881.00 ",2009,IND
Luther Head,"$992,680.00 ",2010,SAC
Luther Wright,"$650,000.00 ",1993,UTA
Luther Wright,"$845,000.00 ",1994,UTA
Lynn Greer,"$664,209.00 ",2006,MIL
Maalik Wayns,"$217,301.00 ",2012,PHI
Maceo Baston,"$423,500.00 ",2000,MIL
Maceo Baston,"$1,830,000.00 ",2007,TOR
Maceo Baston,"$2,272,860.00 ",2008,IND
Maciej Lampe,"$829,000.00 ",2003,NYK
Maciej Lampe,"$900,000.00 ",2004,PHO
Maciej Lampe,"$900,000.00 ",2005,NOH
Magic Johnson,"$2,400,000.00 ",1990,LAL
Magic Johnson,"$2,500,000.00 ",1991,LAL
Magic Johnson,"$2,500,000.00 ",1992,LAL
Magic Johnson,"$2,500,000.00 ",1993,LAL
Mahmoud Abdul-Rauf,"$1,660,000.00 ",1990,DEN
Mahmoud Abdul-Rauf,"$2,008,000.00 ",1991,DEN
Mahmoud Abdul-Rauf,"$2,358,000.00 ",1992,DEN
Mahmoud Abdul-Rauf,"$1,825,000.00 ",1993,DEN
Mahmoud Abdul-Rauf,"$2,200,000.00 ",1994,DEN
Mahmoud Abdul-Rauf,"$2,600,000.00 ",1995,DEN
Mahmoud Abdul-Rauf,"$3,100,000.00 ",1996,SAC
Mahmoud Abdul-Rauf,"$3,300,000.00 ",1997,SAC
Mahmoud Abdul-Rauf,"$798,500.00 ",2000,MEM
Makhtar N\'Diaye,"$287,500.00 ",1998,MEM
Malachi Richardson,"$1,439,880.00 ",2016,SAC
Malachi Richardson,"$1,504,560.00 ",2017,SAC
Malcolm Brogdon,"$925,000.00 ",2016,MIL
Malcolm Brogdon,"$1,312,611.00 ",2017,MIL
Malcolm Delaney,"$2,500,000.00 ",2016,ATL
Malcolm Delaney,"$2,500,000.00 ",2017,ATL
Malcolm Lee,"$500,000.00 ",2011,MIN
Malcolm Lee,"$762,195.00 ",2012,MIN
Malcolm Lee,"$884,293.00 ",2013,PHO
Malcolm Mackey,"$550,000.00 ",1993,PHO
Malcolm Miller,"$25,000.00 ",2015,BOS
Malcolm Thomas,"$103,104.00 ",2011,SAS
Malcolm Thomas,"$474,000.00 ",2014,PHI
Malik Allen,"$332,817.00 ",2001,MIA
Malik Allen,"$512,435.00 ",2002,MIA
Malik Allen,"$1,510,000.00 ",2003,MIA
Malik Allen,"$1,950,625.00 ",2004,MIA
Malik Allen,"$1,670,000.00 ",2005,CHI
Malik Allen,"$1,803,600.00 ",2006,CHI
Malik Allen,"$998,398.00 ",2007,DAL
Malik Allen,"$1,300,000.00 ",2008,MIL
Malik Allen,"$1,300,000.00 ",2009,DEN
Malik Allen,"$1,229,255.00 ",2010,ORL
Malik Beasley,"$1,627,320.00 ",2016,DEN
Malik Beasley,"$1,700,640.00 ",2017,DEN
Malik Hairston,"$351,091.00 ",2008,SAS
Malik Hairston,"$736,420.00 ",2009,SAS
Malik Monk,"$2,904,480.00 ",2017,CHA
Malik Rose,"$272,250.00 ",1997,SAS
Malik Rose,"$2,285,000.00 ",1999,SAS
Malik Rose,"$2,285,000.00 ",2001,SAS
Malik Rose,"$4,370,000.00 ",2002,SAS
Malik Rose,"$4,916,250.00 ",2003,SAS
Malik Rose,"$6,008,750.00 ",2005,NYK
Malik Rose,"$7,101,250.00 ",2007,NYK
Malik Rose,"$7,647,500.00 ",2008,OKC
Malik Sealy,"$790,000.00 ",1992,IND
Malik Sealy,"$1,023,000.00 ",1993,IND
Malik Sealy,"$1,260,000.00 ",1994,LAC
Malik Sealy,"$1,495,000.00 ",1995,LAC
Malik Sealy,"$1,732,000.00 ",1996,LAC
Malik Sealy,"$1,150,000.00 ",1997,DET
Malik Sealy,"$1,000,000.00 ",1998,MIN
Malik Sealy,"$1,100,000.00 ",1999,MIN
Mamadou N\'Diaye,"$737,880.00 ",2000,DEN
Mamadou N\'Diaye,"$793,200.00 ",2001,TOR
Mamadou N\'Diaye,"$848,520.00 ",2002,TOR
Mamadou N\'Diaye,"$750,000.00 ",2004,LAC
Manny Harris,"$473,604.00 ",2010,CLE
Manny Harris,"$122,942.00 ",2011,CLE
Manny Harris,"$119,494.00 ",2016,DAL
Manu Ginobili,"$1,325,000.00 ",2002,SAS
Manu Ginobili,"$1,457,500.00 ",2003,SAS
Manu Ginobili,"$8,254,375.00 ",2006,SAS
Manu Ginobili,"$9,079,811.00 ",2007,SAS
Manu Ginobili,"$9,905,248.00 ",2008,SAS
Manu Ginobili,"$10,728,130.00 ",2009,SAS
Manu Ginobili,"$11,854,584.00 ",2010,SAS
Manu Ginobili,"$12,981,038.00 ",2011,SAS
Manu Ginobili,"$14,107,492.00 ",2012,SAS
Manu Ginobili,"$7,500,000.00 ",2013,SAS
Manu Ginobili,"$7,000,000.00 ",2014,SAS
Manu Ginobili,"$2,814,000.00 ",2015,SAS
Manu Ginobili,"$14,000,000.00 ",2016,SAS
Manu Ginobili,"$2,500,000.00 ",2017,SAS
Manute Bol,"$1,300,000.00 ",1990,PHI
Manute Bol,"$1,350,000.00 ",1991,PHI
Manute Bol,"$1,650,000.00 ",1992,PHI
Manute Bol,"$650,000.00 ",1993,MIA
Manute Bol,"$200,000.00 ",1994,GSW
Marc Gasol,"$3,093,333.00 ",2008,MEM
Marc Gasol,"$3,240,000.00 ",2009,MEM
Marc Gasol,"$3,480,000.00 ",2010,MEM
Marc Gasol,"$12,922,194.00 ",2011,MEM
Marc Gasol,"$13,891,359.00 ",2012,MEM
Marc Gasol,"$14,860,523.00 ",2013,MEM
Marc Gasol,"$15,829,688.00 ",2014,MEM
Marc Gasol,"$19,700,000.00 ",2015,MEM
Marc Gasol,"$21,165,675.00 ",2016,MEM
Marc Gasol,"$22,642,350.00 ",2017,MEM
Marc Jackson,"$316,969.00 ",2000,GSW
Marc Jackson,"$3,250,000.00 ",2001,GSW
Marc Jackson,"$3,575,000.00 ",2002,MIN
Marc Jackson,"$4,225,000.00 ",2004,PHI
Marc Jackson,"$4,550,000.00 ",2005,NJN
Marc Jackson,"$4,875,000.00 ",2006,NOH
Marcelo Huertas,"$525,093.00 ",2015,LAL
Marcelo Huertas,"$1,500,000.00 ",2016,HOU
Marcin Gortat,"$427,163.00 ",2007,ORL
Marcin Gortat,"$711,517.00 ",2008,ORL
Marcin Gortat,"$5,854,000.00 ",2009,ORL
Marcin Gortat,"$6,790,640.00 ",2011,PHO
Marcin Gortat,"$7,258,960.00 ",2012,PHO
Marcin Gortat,"$7,727,280.00 ",2013,WAS
Marcin Gortat,"$10,434,782.00 ",2014,WAS
Marcin Gortat,"$11,217,391.00 ",2015,WAS
Marcin Gortat,"$12,000,000.00 ",2016,WAS
Marcin Gortat,"$12,782,609.00 ",2017,WAS
Marco Belinelli,"$1,345,800.00 ",2007,GSW
